index,accuracy,f1,time,ansatz,optimizer,featuremap,entanglement,entanglement_featuremap,iterations,preprocessing,number_init
10,0.2558139534883721,0.26799711915990987,1230.2543137073517,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,linear,linear,1000,lda,0.2
10,0.2558139534883721,0.25676419104776194,1230.3416957855225,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,linear,linear,1000,lda,0.25
11,0.13953488372093023,0.14790697674418604,1256.4197282791138,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,linear,circular,1000,lda,0.05
11,0.18604651162790697,0.1953857511997047,1258.4724707603455,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,linear,circular,1000,lda,0.1
11,0.18604651162790697,0.21274763135228253,1227.4443287849426,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,linear,circular,974,lda,0.15000000000000002
11,0.13953488372093023,0.15024665257223396,1258.5161130428314,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,linear,circular,1000,lda,0.2
11,0.2558139534883721,0.25810834892631207,1260.0518400669098,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,linear,circular,1000,lda,0.25
12,0.18604651162790697,0.1913941052107947,1237.1317253112793,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,linear,pairwise,1000,lda,0.05
12,0.18604651162790697,0.19447242224260008,1231.851830482483,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,linear,pairwise,1000,lda,0.1
12,0.16279069767441862,0.16815742397137745,1230.4006400108337,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,linear,pairwise,1000,lda,0.15000000000000002
12,0.18604651162790697,0.20272425249169435,1230.9277036190033,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,linear,pairwise,1000,lda,0.2
12,0.20930232558139536,0.2054968287526427,1229.5750861167908,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,linear,pairwise,1000,lda,0.25
13,0.16279069767441862,0.156244616709733,1258.6487350463867,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,linear,sca,1000,lda,0.05
13,0.18604651162790697,0.21732685918732428,1258.0976219177246,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,linear,sca,1000,lda,0.1
13,0.18604651162790697,0.19128545872731922,1262.9438955783844,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,linear,sca,1000,lda,0.15000000000000002
13,0.23255813953488372,0.2533294814386826,1258.6803677082062,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,linear,sca,1000,lda,0.2
13,0.20930232558139536,0.21075875029363403,1263.4235966205597,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,linear,sca,1000,lda,0.25
14,0.23255813953488372,0.24714719052433923,1441.3818795681,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,full,1000,lda,0.05
14,0.13953488372093023,0.1511627906976744,1430.9809980392456,<function get_efficientsu2 at 0x7fad98392f70>,<function get_neldermead at 0x7fad670abc10>,<function get_zzfeaturemap at 0x7fad9f5054c0>,circular,full,1000,lda,0.1
